;linha_identificada;distancia_identificada;linha_faltosa;distancia real;tipo_de_falta;r_f;erro
6416;l27;51377,5525769188;l19;57651,09120000008;.1.0;r_20;-10,91156008986416
6417;l27;51107,16871243562;l19;57651,09120000008;.2.0;r_20;-11,381838502398885
6418;l27;51703,10495807898;l19;57651,09120000008;.3.0;r_20;-10,345327125846337
6419;l27;52113,07398176768;l19;57651,09120000008;.1.2;r_20;-9,632268371333545
6420;l27;51946,13407003492;l19;57651,09120000008;.2.3;r_20;-9,92262680980188
6421;l27;51365,62448994917;l19;57651,09120000008;.1.3;r_20;-10,932306600812126
6422;l27;51893,25353660234;l19;57651,09120000008;.1.2.0;r_20;-10,014601874083906
6423;l27;51688,54682626888;l19;57651,09120000008;.2.3.0;r_20;-10,370648071422025
6424;l27;51419,61425464875;l19;57651,09120000008;.1.3.0;r_20;-10,838402251584137
6425;l27;51714,74055123025;l19;57651,09120000008;.1.2.3.0;r_20;-10,32508934913381
6426;l1;81,93274736086927;l1;78,6384;.1.0;r_30;0,005729855404533259
6427;l1;78,09416488874321;l1;78,6384;.2.0;r_30;-0,0009465876399714801
6428;l1;77,20085045577726;l1;78,6384;.3.0;r_30;-0,002500328630516844
6429;l1;77,15911002594318;l1;78,6384;.1.2;r_30;-0,0025729277226202427
6430;l1;78,3789331008159;l1;78,6384;.2.3;r_30;-0,00045129054459977676
6431;l1;80,01547598663277;l1;78,6384;.1.3;r_30;0,002395147026140763
6432;l1;85,7714697836504;l1;78,6384;.1.2.0;r_30;0,012406541865086603
6433;l1;78,8097981353428;l1;78,6384;.2.3.0;r_30;0,0002981126227872085
6434;l1;91,02740676824575;l1;78,6384;.1.3.0;r_30;0,021548188339526198
6435;l1;71,58046805433355;l1;78,6384;.1.2.3.0;r_30;-0,012275854690998303
6436;l1;165,7190864560123;l1;157,2768;.1.0;r_30;0,014683661246892889
6437;l1;158,78340872282894;l1;157,2768;.2.0;r_30;0,0026204431978115467
6438;l1;156,93056178186944;l1;157,2768;.3.0;r_30;-0,000602211821672595
6439;l1;157,1428718250829;l1;157,2768;.1.2;r_30;-0,00023294115428848617
6440;l1;155,02358802657892;l1;157,2768;.2.3;r_30;-0,003919009560685552
6441;l1;157,13881931748665;l1;157,2768;.1.3;r_30;-0,00023998967710913758
6442;l1;174,15370508508678;l1;157,2768;.1.2.0;r_30;0,029353985849283015
6443;l1;162,17580639851627;l1;157,2768;.2.3.0;r_30;0,008520837426802057
6444;l1;165,45363287345444;l1;157,2768;.1.3.0;r_30;0,014221958069280652
6445;l1;167,91817118363414;l1;157,2768;.1.2.3.0;r_30;0,01850852733759736
6446;l1;246,9836939113556;l1;235,91520000000003;.1.0;r_30;0,019251421514120355
6447;l1;236,96361497941317;l1;235,91520000000003;.2.0;r_30;0,0018235072316110836
6448;l1;234,46141010140127;l1;235,91520000000003;.3.0;r_30;-0,0025285754642898188
6449;l1;234,60537285417703;l1;235,91520000000003;.1.2;r_30;-0,002278181177748634
6450;l1;231,6433676687832;l1;235,91520000000003;.2.3;r_30;-0,007429994135112676
6451;l1;238,85783458731223;l1;235,91520000000003;.1.3;r_30;0,005118121693526661
6452;l1;271,0009556732572;l1;235,91520000000003;.1.2.0;r_30;0,06102462331522299
6453;l1;252,2992359094557;l1;235,91520000000003;.2.3.0;r_30;0,028496738934989007
6454;l1;256,5539215134596;l1;235,91520000000003;.1.3.0;r_30;0,03589690978286797
6455;l1;254,81501288571;l1;235,91520000000003;.1.2.3.0;r_30;0,03287242756916735
6456;l1;331,2296775262278;l1;314,5536;.1.0;r_30;0,029004686656618744
6457;l1;317,657587587704;l1;314,5536;.2.0;r_30;0,0053987628221198545
6458;l1;313,5847551303856;l1;314,5536;.3.0;r_30;-0,0016851110111381052
6459;l1;315,32535640207567;l1;314,5536;.1.2;r_30;0,0013423152166471878
6460;l1;310,2674545642319;l1;314,5536;.2.3;r_30;-0,007454888904997303
6461;l1;316,5054534773231;l1;314,5536;.1.3;r_30;0,003394856999216279
6462;l1;369,9457019356859;l1;314,5536;.1.2.0;r_30;0,09634343312263796
6463;l1;343,01304121421884;l1;314,5536;.2.3.0;r_30;0,04949948053087519
6464;l1;345,7232161932392;l1;314,5536;.1.3.0;r_30;0,054213285436582805
6465;l1;336,8466146639448;l1;314,5536;.1.2.3.0;r_30;0,03877422037299618
6466;l1;414,001218037764;l1;393,192;.1.0;r_30;0,036193454234386226
6467;l1;397,9629668985822;l1;393,192;.2.0;r_30;0,008298138439620118
6468;l1;390,7547594722597;l1;393,192;.3.0;r_30;-0,004239090259849026
6469;l1;392,7517826656424;l1;393,192;.1.2;r_30;-0,0007656696140787713
6470;l1;387,4400081912897;l1;393,192;.2.3;r_30;-0,010004434184279036
6471;l1;394,104165696078;l1;393,192;.1.3;r_30;0,0015865289755367887
6472;l1;457,4897392501519;l1;393,192;.1.2.0;r_30;0,1118330001012827
6473;l1;422,1590172209207;l1;393,192;.2.3.0;r_30;0,050382307023235325
6474;l1;438,0683869084712;l1;393,192;.1.3.0;r_30;0,07805345942498913
6475;l1;422,5900694134671;l1;393,192;.1.2.3.0;r_30;0,05113203571439748
6476;l1;497,0871794071324;l1;471,83040000000005;.1.0;r_30;0,043929093727649735
6477;l1;479,5519934397626;l1;471,83040000000005;.2.0;r_30;0,013430160531328322
6478;l1;469,21624159519513;l1;471,83040000000005;.3.0;r_30;-0,004546803364453091
6479;l1;475,90282910535313;l1;471,83040000000005;.1.2;r_30;0,007083172283547151
6480;l1;463,9990226555762;l1;471,83040000000005;.2.3;r_30;-0,013621107578056364
6481;l1;474,10081760669647;l1;471,83040000000005;.1.3;r_30;0,003948935303180728
6482;l1;542,3097443264302;l1;471,83040000000005;.1.2.0;r_30;0,12258466025580174
6483;l1;506,7181283442554;l1;471,83040000000005;.2.3.0;r_30;0,06068019455983301
6484;l1;519,4366225149731;l1;471,83040000000005;.1.3.0;r_30;0,08280146004240876
6485;l1;498,1211334630361;l1;471,83040000000005;.1.2.3.0;r_30;0,04572744908799508
6486;l1;580,2116766752949;l1;550,4688;.1.0;r_30;0,051731758675058574
6487;l1;560,0094683257249;l1;550,4688;.2.0;r_30;0,016594075845902792
6488;l1;549,7106652177199;l1;550,4688;.3.0;r_30;-0,0013186231455768317
6489;l1;553,766667502265;l1;550,4688;.1.2;r_30;0,005735977983299799
6490;l1;545,2785046548169;l1;550,4688;.2.3;r_30;-0,009027476029994024
6491;l1;553,9761281963926;l1;550,4688;.1.3;r_30;0,006100292780379127
6492;l1;640,7859021170868;l1;550,4688;.1.2.0;r_30;0,15708845455532672
6493;l1;597,4612536150087;l1;550,4688;.2.3.0;r_30;0,08173393234621969
6494;l1;603,744155284301;l1;550,4688;.1.3.0;r_30;0,09266177757394524
6495;l1;590,512945511017;l1;550,4688;.1.2.3.0;r_30;0,06964874630454089
6496;l1;662,6645146887216;l1;629,1072;.1.0;r_30;0,05836620728424306
6497;l1;638,010418692088;l1;629,1072;.2.0;r_30;0,015485360270915995
6498;l1;626,5352503619139;l1;629,1072;.3.0;r_30;-0,0044733896944269816
6499;l1;633,7741223939295;l1;629,1072;.1.2;r_30;0,008117173926169676
6500;l1;623,8695350979483;l1;629,1072;.2.3;r_30;-0,009109865857690363
6501;l1;636,3562898365421;l1;629,1072;.1.3;r_30;0,012608335438828142
6502;l1;717,9210754756116;l1;629,1072;.1.2.0;r_30;0,1544738938085745
6503;l1;679,299487883372;l1;629,1072;.2.3.0;r_30;0,08729940121388458
6504;l1;693,1300011303209;l1;629,1072;.1.3.0;r_30;0,11135480047651386
6505;l1;666,1232899128629;l1;629,1072;.1.2.3.0;r_30;0,06438205192361414
6506;l1;747,6066523111194;l1;707,7456000000001;.1.0;r_30;0,06933029246648224
6507;l1;719,524134255645;l1;707,7456000000001;.2.0;r_30;0,020486394046916448
6508;l1;706,0743518901937;l1;707,7456000000001;.3.0;r_30;-0,0029068003356401253
6509;l1;710,8861924647408;l1;707,7456000000001;.1.2;r_30;0,005462429651857605
6510;l1;701,0117365354726;l1;707,7456000000001;.2.3;r_30;-0,011712202672954043
6511;l1;716,2548819883433;l1;707,7456000000001;.1.3;r_30;0,014800186516075403
6512;l2;805,5701158870972;l1;707,7456000000001;.1.2.0;r_30;0,17014609257951202
6513;l1;760,2896092746751;l1;707,7456000000001;.2.3.0;r_30;0,09138974811657385
6514;l1;777,2305120198948;l1;707,7456000000001;.1.3.0;r_30;0,12085504503861932
6515;l1;762,7329809733683;l1;707,7456000000001;.1.2.3.0;r_30;0,09563950231655197
6516;l2;885,0230688000009;l2;839,1144;.1.0;r_30;0,07984890639134136
6517;l2;854,1829175648078;l2;839,1144;.2.0;r_30;0,026208659060238147
6518;l2;836,2553293481137;l2;839,1144;.3.0;r_30;-0,00497277901572912
6519;l2;844,9697359038074;l2;839,1144;.1.2;r_30;0,010184180476018637
6520;l2;832,5511098347065;l2;839,1144;.2.3;r_30;-0,011415524686869726
6521;l2;852,5036457742224;l2;839,1144;.1.3;r_30;0,023287903143828927
6522;l2;938,2222142664152;l2;839,1144;.1.2.0;r_30;0,1723781322975167
6523;l2;897,6676054756115;l2;839,1144;.2.3.0;r_30;0,10184153766913369
6524;l2;915,689254102435;l2;839,1144;.1.3.0;r_30;0,1331865749319186
6525;l2;912,9787913599444;l2;839,1144;.1.2.3.0;r_30;0,1284722695194656
6526;l2;940,0936400641584;l2;891,8448000000001;.1.0;r_30;0,08391916416826499
6527;l2;908,0000899426108;l2;891,8448000000001;.2.0;r_30;0,02809888128040155
6528;l2;890,3850831492599;l2;891,8448000000001;.3.0;r_30;-0,0025388842068235435
6529;l2;898,3768490373965;l2;891,8448000000001;.1.2;r_30;0,011361187021190796
6530;l2;883,2469613176642;l2;891,8448000000001;.2.3;r_30;-0,014954213094361846
6531;l2;906,0727247638864;l2;891,8448000000001;.1.3;r_30;0,024746616756933397
6532;l2;996,83165710966;l2;891,8448000000001;.1.2.0;r_30;0,18260354623199623
6533;l2;953,5108317388368;l2;891,8448000000001;.2.3.0;r_30;0,10725567359164562
6534;l2;970,8268654376868;l2;891,8448000000001;.1.3.0;r_30;0,13737343544425587
6535;l2;960,0235043602596;l2;891,8448000000001;.1.2.3.0;r_30;0,1185831592299447
6536;l2;995,2690441426848;l2;944,5752;.1.0;r_30;0,0881717575650203
6537;l2;960,5026331402976;l2;944,5752;.2.0;r_30;0,02770257014888536
6538;l2;941,6262262329878;l2;944,5752;.3.0;r_30;-0,005129147423082539
6539;l2;949,488656377561;l2;944,5752;.1.2;r_30;0,008545970262370197
6540;l2;936,0614130981236;l2;944,5752;.2.3;r_30;-0,014808021908135677
6541;l2;959,6633113869829;l2;944,5752;.1.3;r_30;0,026242738577540774
6542;l2;1058,0543625406992;l2;944,5752;.1.2.0;r_30;0,19737420543720768
6543;l2;1016,8241006584284;l2;944,5752;.2.3.0;r_30;0,1256624479939627
6544;l2;1035,0670758028953;l2;944,5752;.1.3.0;r_30;0,1573924382700056
6545;l2;1017,5382644856796;l2;944,5752;.1.2.3.0;r_30;0,1269045924969692
6546;l2;1051,6299079785065;l2;997,3056;.1.0;r_30;0,09448622005241146
6547;l2;1014,190681477318;l2;997,3056;.2.0;r_30;0,02936820704094358
6548;l2;994,5720596366468;l2;997,3056;.3.0;r_30;-0,004754444297682154
6549;l2;1002,9027165232696;l2;997,3056;.1.2;r_30;0,009735059739479466
6550;l2;986,7199633594664;l2;997,3056;.2.3;r_30;-0,01841158829686442
6551;l2;1013,534297405442;l2;997,3056;.1.3;r_30;0,02822655881454165
6552;l2;1116,6176906012345;l2;997,3056;.1.2.0;r_30;0,20751941197155824
6553;l2;1070,2300010575243;l2;997,3056;.2.3.0;r_30;0,12683734523112064
6554;l2;1090,4910987526869;l2;997,3056;.1.3.0;r_30;0,16207745424614892
6555;l2;1071,1723709117937;l2;997,3056;.1.2.3.0;r_30;0,12847640827185897
6556;l2;1106,733011241056;l2;1050,036;.1.0;r_30;0,09861306070490569
6557;l2;1068,010346631737;l2;1050,036;.2.0;r_30;0,03126276494523545
6558;l2;1047,7317867246172;l2;1050,036;.3.0;r_30;-0,004007716079358992
6559;l2;1053,9737786381015;l2;1050,036;.1.2;r_30;0,006848974846850302
6560;l2;1039,6937930442964;l2;1050,036;.2.3;r_30;-0,017988191264780146
6561;l2;1067,0798667803183;l2;1050,036;.1.3;r_30;0,029644382175771068
6562;l2;1175,252312741152;l2;1050,036;.1.2.0;r_30;0,2177886202341153
6563;l2;1126,0099700440503;l2;1050,036;.2.3.0;r_30;0,132141457829111
6564;l2;1137,316863032168;l2;1050,036;.1.3.0;r_30;0,1518075266432235
6565;l2;1128,7974745389265;l2;1050,036;.1.2.3.0;r_30;0,13698976189226011
6566;l2;1161,8391657965958;l2;1102,7664000000002;.1.0;r_30;0,1027452084685562
6567;l2;1122,0821776722348;l2;1102,7664000000002;.2.0;r_30;0,033595914748593046
6568;l2;1098,939252511855;l2;1102,7664000000002;.3.0;r_30;-0,0066565541871418735
6569;l2;1107,3957694554997;l2;1102,7664000000002;.1.2;r_30;0,00805185813410271
6570;l2;1092,4511368018664;l2;1102,7664000000002;.2.3;r_30;-0,017941328011450007
6571;l2;1123,2629373978557;l2;1102,7664000000002;.1.3;r_30;0,03564960907836122
6572;l2;1230,9940569869816;l2;1102,7664000000002;.1.2.0;r_30;0,22302624857495992
6573;l2;1180,1550342915434;l2;1102,7664000000002;.2.3.0;r_30;0,13460198208358992
6574;l2;1201,69229857698;l2;1102,7664000000002;.1.3.0;r_30;0,17206172650234705
6575;l2;1175,7432280727337;l2;1102,7664000000002;.1.2.3.0;r_30;0,1269285314915643
6576;l2;1217,2429551475984;l2;1155,4968;.1.0;r_30;0,10739503216450788
6577;l2;1175,62293663806;l2;1155,4968;.2.0;r_30;0,03500537136968307
6578;l2;1151,6735574616612;l2;1155,4968;.3.0;r_30;-0,0066497623114525305
6579;l2;1158,421458656175;l2;1155,4968;.1.2;r_30;0,005086856172652669
6580;l2;1145,8405627298723;l2;1155,4968;.2.3;r_30;-0,016795084807054644
6581;l2;1176,8433111262154;l2;1155,4968;.1.3;r_30;0,03712796762033054
6582;l2;1289,635962633903;l2;1155,4968;.1.2.0;r_30;0,2333081250347046
6583;l2;1235,7722629504212;l2;1155,4968;.2.3.0;r_30;0,13962304057593716
6584;l2;1258,0194328481348;l2;1155,4968;.1.3.0;r_30;0,17831752318822242
6585;l2;1233,3029936941427;l2;1155,4968;.1.2.3.0;r_30;0,13532824277732194
6586;l2;1272,3560139034398;l2;1208,2272000000005;.1.0;r_30;0,11153918839753804
6587;l2;1228,2577718840578;l2;1208,2272000000005;.2.0;r_30;0,034839155678918154
6588;l2;1204,6504825437949;l2;1208,2272000000005;.3.0;r_30;-0,006220981457620383
6589;l2;1211,856635808043;l2;1208,2272000000005;.1.2;r_30;0,006312674439598603
6590;l2;1196,4361455757964;l2;1208,2272000000005;.2.3;r_30;-0,020508170364841035
6591;l2;1230,3879078100235;l2;1208,2272000000005;.1.3;r_30;0,038544099180858035
6592;l3;1337,6287313364269;l2;1208,2272000000005;.1.2.0;r_30;0,22506796717613242
6593;l2;1299,4229893595857;l2;1208,2272000000005;.2.3.0;r_30;0,15861675448663545
6594;l3;1322,4071495776443;l2;1208,2272000000005;.1.3.0;r_30;0,19859308370085388
6595;l2;1289,690364540109;l2;1208,2272000000005;.1.2.3.0;r_30;0,1416888088836379
6596;l3;1327,4781575367672;l2;1260,9576000000002;.1.0;r_30;0,1156991459498177
6597;l2;1282,08017742252;l2;1260,9576000000002;.2.0;r_30;0,036738479930714205
6598;l2;1258,839013156391;l2;1260,9576000000002;.3.0;r_30;-0,0036848561933747474
6599;l2;1262,8410417055886;l2;1260,9576000000002;.1.2;r_30;0,003275868466111495
6600;l2;1247,027491449105;l2;1260,9576000000002;.2.3;r_30;-0,024228625285289032
6601;l2;1283,9458309938914;l2;1260,9576000000002;.1.3;r_30;0,039983409510966135
6602;l3;1396,2789162933304;l2;1260,9576000000002;.1.2.0;r_30;0,23536424383228932
6603;l3;1355,0170600702834;l2;1260,9576000000002;.2.3.0;r_30;0,16359753438052219
6604;l3;1377,8143205384963;l2;1260,9576000000002;.1.3.0;r_30;0,20324878902777793
6605;l3;1344,6421349518712;l2;1260,9576000000002;.1.2.3.0;r_30;0,1455524364447429
6606;l3;2414,6258557908486;l3;2296,0584000000003;.1.0;r_30;0,2062242693149657
6607;l3;2332,218749565023;l3;2296,0584000000003;.2.0;r_30;0,06289366350556438
6608;l3;2293,875766889446;l3;2296,0584000000003;.3.0;r_30;-0,003796251807922164
6609;l3;2316,575577920878;l3;2296,0584000000003;.1.2;r_30;0,035685509121506566
6610;l3;2302,996990328266;l3;2296,0584000000003;.2.3;r_30;0,01206828392309051
6611;l3;2345,941628238475;l3;2296,0584000000003;.1.3;r_30;0,0867618540512288
6612;l3;2504,6165970699767;l3;2296,0584000000003;.1.2.0;r_30;0,3627450847580913
6613;l3;2439,113852072167;l3;2296,0584000000003;.2.3.0;r_30;0,24881621924269848
6614;l3;2494,3105178201345;l3;2296,0584000000003;.1.3.0;r_30;0,34481973037965236
6615;l3;2402,374287438607;l3;2296,0584000000003;.1.2.3.0;r_30;0,1849151274888966
6616;l3;3447,389774634899;l3;3278,4288;.1.0;r_30;0,2938736713579369
6617;l3;3336,4926931458567;l3;3278,4288;.2.0;r_30;0,10099047717367615
6618;l3;3275,39620926251;l3;3278,4288;.3.0;r_30;-0,0052745823446982525
6619;l3;3318,072898829156;l3;3278,4288;.1.2;r_30;0,06895294547025303
6620;l3;3305,907924807685;l3;3278,4288;.2.3;r_30;0,047794417085881086
6621;l3;3348,2471322609667;l3;3278,4288;.1.3;r_30;0,12143496256431165
6622;l3;3545,76218559048;l3;3278,4288;.1.2.0;r_30;0,46497271733773665
6623;l3;3427,7763675729434;l3;3278,4288;.2.3.0;r_30;0,2597600900792454
6624;l3;3529,916887735716;l3;3278,4288;.1.3.0;r_30;0,43741300501717517
6625;l3;3423,072052901125;l3;3278,4288;.1.2.3.0;r_30;0,25157787979774343
6626;l3;4480,840489830637;l3;4260,7992;.1.0;r_30;0,3827176176782583
6627;l3;4337,719858481185;l3;4260,7992;.2.0;r_30;0,13378803217714566
6628;l3;4259,642603526033;l3;4260,7992;.3.0;r_30;-0,0020116672078800395
6629;l3;4314,136495975353;l3;4260,7992;.1.2;r_30;0,09276951096223245
6630;l3;4293,9656445425;l3;4260,7992;.2.3;r_30;0,05768636719014604
6631;l3;4337,015545598394;l3;4260,7992;.1.3;r_30;0,13256302141298726
6632;l3;4589,57210046502;l3;4260,7992;.1.2.0;r_30;0,5718344103508544
6633;l3;4459,04566903186;l3;4260,7992;.2.3.0;r_30;0,34480990544728185
6634;l3;4564,701775032643;l3;4260,7992;.1.3.0;r_30;0,5285774756742372
6635;l3;4498,295403625881;l3;4260,7992;.1.2.3.0;r_30;0,41307693355773134
6636;l3;5512,342182022491;l3;5243,169599999999;.1.0;r_30;0,46817163003927476
6637;l3;5338,22256308909;l3;5243,169599999999;.2.0;r_30;0,1653255332883943
6638;l3;5244,472919486736;l3;5243,169599999999;.3.0;r_30;0,002266862412147402
6639;l3;5310,379127128764;l3;5243,169599999999;.1.2;r_30;0,11689747014208618
6640;l3;5279,894265004234;l3;5243,169599999999;.2.3;r_30;0,06387517684190443
6641;l3;5326,447004515055;l3;5243,169599999999;.1.3;r_30;0,14484431484182786
6642;l3;5612,603332482411;l3;5243,169599999999;.1.2.0;r_30;0,6425557589417922
6643;l3;5500,865034178139;l3;5243,169599999999;.2.3.0;r_30;0,4482094371066998
6644;l3;5596,016715739459;l3;5243,169599999999;.1.3.0;r_30;0,6137066713451372
6645;l3;5560,818977385906;l3;5243,169599999999;.1.2.3.0;r_30;0,5524872766547005
6646;l3;6506,093488803339;l3;6225,539999999999;.1.0;r_30;0,48796643097657594
6647;l3;6342,499406613403;l3;6225,539999999999;.2.0;r_30;0,20342739082559402
6648;l3;6224,408244015277;l3;6225,539999999999;.3.0;r_30;-0,0019684621672565613
6649;l3;6299,780822497243;l3;6225,539999999999;.1.2;r_30;0,12912699585831863
6650;l3;6263,093394668692;l3;6225,539999999999;.2.3;r_30;0,06531658560261917
6651;l3;6306,1432336985445;l3;6225,539999999999;.1.3;r_30;0,14019313194362193
6652;l3;6610,312608134748;l3;6225,539999999999;.1.2.0;r_30;0,6692346515807327
6653;l3;6558,929977327438;l3;6225,539999999999;.2.3.0;r_30;0,5798648879888576
6654;l3;6619,694600937318;l3;6225,539999999999;.1.3.0;r_30;0,6855527432317937
6655;l3;6609,666740212771;l3;6225,539999999999;.1.2.3.0;r_30;0,668111294084401
6656;l3;7494,479758046856;l3;7207,910399999999;.1.0;r_30;0,49842982694609994
6657;l3;7359,671462756522;l3;7207,910399999999;.2.0;r_30;0,2639578800833325
6658;l3;7209,36264157116;l3;7207,910399999999;.3.0;r_30;0,0025258824597682934
6659;l3;7287,604975804523;l3;7207,910399999999;.1.2;r_30;0,13861270408505008
6660;l3;7240,771677681998;l3;7207,910399999999;.2.3;r_30;0,057155590743893925
6661;l3;7286,139673849879;l3;7207,910399999999;.1.3;r_30;0,1360641057120252
6662;l3;7592,52269149841;l3;7207,910399999999;.1.2.0;r_30;0,6689558129992063
6663;l3;7582,405430741846;l3;7207,910399999999;.2.3.0;r_30;0,6513588704564597
6664;l3;7643,096103174278;l3;7207,910399999999;.1.3.0;r_30;0,7569181024829109
6665;l3;7611,647580732421;l3;7207,910399999999;.1.2.3.0;r_30;0,7022197156587264
6666;l3;8472,873533169897;l3;8190,280799999999;.1.0;r_30;0,4915132868709122
6667;l3;8361,104558637397;l3;8190,280799999999;.2.0;r_30;0,2971136098996279
6668;l3;8190,573814404343;l3;8190,280799999999;.3.0;r_30;0,0005096396901792101
6669;l3;8267,56220947874;l3;8190,280799999999;.1.2;r_30;0,13441548606303266
6670;l3;8217,86753978042;l3;8190,280799999999;.2.3;r_30;0,04798159171126115
6671;l3;8265,985706475763;l3;8190,280799999999;.1.3;r_30;0,13167347580656658
6672;l3;8575,349235813206;l3;8190,280799999999;.1.2.0;r_30;0,6697491843960514
6673;l3;8567,682343136408;l3;8190,280799999999;.2.3.0;r_30;0,6564141648525945
6674;l3;8654,660052267416;l3;8190,280799999999;.1.3.0;r_30;0,8076944161879379
6675;l3;8610,43130325006;l3;8190,280799999999;.1.2.3.0;r_30;0,7307673927650112
6676;l3;9451,624976424622;l3;9172,651199999998;.1.0;r_30;0,48521883865576915
6677;l3;9346,170659098096;l3;9172,651199999998;.2.0;r_30;0,30180223928862615
6678;l3;9168,574659169688;l3;9172,651199999998;.3.0;r_30;-0,007090323803070848
6679;l3;9243,76540171584;l3;9172,651199999998;.1.2;r_30;0,12368886714273682
6680;l3;9195,381153696017;l3;9172,651199999998;.2.3;r_30;0,0395341880388577
6681;l3;9245,672746387392;l3;9172,651199999998;.1.3;r_30;0,12700631001607002
6682;l3;9558,728941597185;l3;9172,651199999998;.1.2.0;r_30;0,6715046690391857
6683;l3;9542,030133101076;l3;9172,651199999998;.2.3.0;r_30;0,642460446427079
6684;l3;9652,766861752028;l3;9172,651199999998;.1.3.0;r_30;0,8350647390641397
6685;l3;9608,156853585457;l3;9172,651199999998;.1.2.3.0;r_30;0,7574745919455743
6686;l3;10429,813118827637;l3;10155,021599999998;.1.0;r_30;0,4779446417754153
6687;l3;10308,675408458075;l3;10155,021599999998;.2.0;r_30;0,2672499309812671
6688;l3;10130,148854550069;l3;10155,021599999998;.3.0;r_30;-0,04326114381097101
6689;l3;10219,60131123187;l3;10155,021599999998;.1.2;r_30;0,11232343371571539
6690;l3;10172,804597611084;l3;10155,021599999998;.2.3;r_30;0,030929951765559224
6691;l3;10225,755714033505;l3;10155,021599999998;.1.3;r_30;0,12302778097838943
6692;l3;10542,705984606748;l3;10155,021599999998;.1.2.0;r_30;0,6742991017820259
6693;l3;10516,578716491018;l3;10155,021599999998;.2.3.0;r_30;0,6288559678257144
6694;l3;10649,074011496132;l3;10155,021599999998;.1.3.0;r_30;0,8593049153708083
6695;l3;10586,143864175772;l3;10155,021599999998;.1.2.3.0;r_30;0,749850566684126
6696;l4;11404,796252249122;l4;11314,297919999995;.2.0;r_30;0,1574036679611334
6697;l4;11554,49811842682;l4;11491,203839999996;.2.0;r_30;0,11008768159295491
6698;l4;11703,657378726048;l4;11668,109759999996;.2.0;r_30;0,06182794130792919
6699;l4;11852,293655492216;l4;11845,015679999997;.2.0;r_30;0,012658576233791666
6700;l4;12000,368643812764;l4;12021,921599999994;.2.0;r_30;-0,037487037329445964
6701;l4;12147,904337861786;l4;12198,827519999992;.2.0;r_30;-0,08857064493455132
6702;l4;12294,90346354906;l4;12375,733439999993;.2.0;r_30;-0,14058750540910198
6703;l4;12440,681864134644;l4;12552,639359999992;.2.0;r_30;-0,19472757195610554
6704;l4;12586,605672065718;l4;12729,545279999991;.2.0;r_30;-0,2486147316377554
6705;l5;12599,200612924747;l5;12280,391999999998;.1.0;r_30;0,554503533985747
6706;l5;12425,979728725164;l5;12280,391999999998;.2.0;r_30;0,2532206057498133
6707;l5;12248,77764728539;l5;12280,391999999998;.3.0;r_30;-0,05498681526857055
6708;l5;12320,012213068225;l5;12280,391999999998;.1.2;r_30;0,06891140098773198
6709;l5;12289,205827662892;l5;12280,391999999998;.2.3;r_30;0,015329882534164107
6710;l5;12347,982117658168;l5;12280,391999999998;.1.3;r_30;0,11755943090789142
6711;l5;12659,544007287192;l5;12280,391999999998;.1.2.0;r_30;0,6594587455771252
6712;l5;12622,6216588613;l5;12280,391999999998;.2.3.0;r_30;0,5952397381375674
6713;l5;12761,844955951809;l5;12280,391999999998;.1.3.0;r_30;0,8373906936641553
6714;l5;12663,023211222657;l5;12280,391999999998;.1.2.3.0;r_30;0,6655101218557452
6715;l5;13742,100261959464;l5;13423,391999999998;.1.0;r_30;0,5543289936420022
6716;l5;13544,244685494275;l5;13423,391999999998;.2.0;r_30;0,21019896728468399
6717;l5;13370,110905621295;l5;13423,391999999998;.3.0;r_30;-0,09267175957568098
6718;l5;13448,198753341752;l5;13423,391999999998;.1.2;r_30;0,043146363796521044
6719;l5;13425,975848755228;l5;13423,391999999998;.2.3;r_30;0,004494085818183108
6720;l5;13489,114892513537;l5;13423,391999999998;.1.3;r_30;0,11431176789168057
6721;l5;13784,564824519017;l5;13423,391999999998;.1.2.0;r_30;0,6281875691441293
6722;l5;13743,328095134324;l5;13423,391999999998;.2.3.0;r_30;0,5564645627797333
6723;l5;13897,788904107862;l5;13423,391999999998;.1.3.0;r_30;0,8251181090323881
6724;l5;13766,7740476017;l5;13423,391999999998;.1.2.3.0;r_30;0,5972440868382344
6725;l5;14878,897919834231;l5;14566,391999999998;.1.0;r_30;0,5435412655568709
6726;l5;14661,504968947478;l5;14566,391999999998;.2.0;r_30;0,16542990142397135
6727;l5;14491,181344317967;l5;14566,391999999998;.3.0;r_30;-0,1308138258451478
6728;l5;14575,682436344809;l5;14566,391999999998;.1.2;r_30;0,01615884758635131
6729;l5;14562,276297003678;l5;14566,391999999998;.2.3;r_30;-0,007158438523220391
6730;l5;14630,219237691765;l5;14566,391999999998;.1.3;r_30;0,11101465716356537
6731;l5;14900,002668351775;l5;14566,391999999998;.1.2.0;r_30;0,5802487356891816
6732;l5;14860,973633342552;l5;14566,391999999998;.2.3.0;r_30;0,5123655701682545
6733;l5;15033,316734729033;l5;14566,391999999998;.1.3.0;r_30;0,8121217715461152
6734;l5;14869,353968501617;l5;14566,391999999998;.1.2.3.0;r_30;0,526941479580035
6735;l5;16018,425455175173;l5;15709,391999999998;.1.0;r_30;0,5375016108956494
6736;l5;15774,541788647392;l5;15709,391999999998;.2.0;r_30;0,11331496885227256
6737;l5;15611,87688466762;l5;15709,391999999998;.3.0;r_30;-0,16960795247271046
