;linha_identificada;distancia_identificada;linha_faltosa;distancia real;tipo_de_falta;r_f;erro
1633;l27;51362,49499792139;l22;57034,17599999999;.1.0;r_0_00001;-9,864749670469958
1634;l27;51154,92948830705;l22;57034,17599999999;.2.0;r_0_00001;-10,225768174828477
1635;l27;51798,90891996396;l22;57034,17599999999;.3.0;r_0_00001;-9,10569532801309
1636;l27;51793,72503879199;l22;57034,17599999999;.1.2;r_0_00001;-9,114711647877368
1637;l27;51727,0247212483;l22;57034,17599999999;.2.3;r_0_00001;-9,230723450245701
1638;l27;51202,00678827744;l22;57034,17599999999;.1.3;r_0_00001;-10,143886669292582
1639;l27;51466,99184004276;l22;57034,17599999999;.1.2.0;r_0_00001;-9,682998406866778
1640;l27;51640,41538966334;l22;57034,17599999999;.2.3.0;r_0_00001;-9,381362982846214
1641;l27;51607,68638490382;l22;57034,17599999999;.1.3.0;r_0_00001;-9,438288511414903
1642;l27;51512,00473015405;l22;57034,17599999999;.1.2.3.0;r_0_00001;-9,604707527543795
1643;l27;51431,66312916769;l22;57145,1232;.1.0;r_0_00001;-9,937415967211557
1644;l27;51225,71580627267;l22;57145,1232;.2.0;r_0_00001;-10,295619960863224
1645;l27;51871,36610420124;l22;57145,1232;.3.0;r_0_00001;-9,172640977842935
1646;l27;51867,10926745598;l22;57145,1232;.1.2;r_0_00001;-9,180044890168872
1647;l27;51798,52508302598;l22;57145,1232;.2.3;r_0_00001;-9,29933330051975
1648;l27;51269,64476248623;l22;57145,1232;.1.3;r_0_00001;-10,219214366794553
1649;l27;51538,98343468067;l22;57145,1232;.1.2.0;r_0_00001;-9,750753856268453
1650;l27;51711,74435552872;l22;57145,1232;.2.3.0;r_0_00001;-9,450270941876528
1651;l27;51676,72282260193;l22;57145,1232;.1.3.0;r_0_00001;-9,511183862626527
1652;l27;51583,33197326496;l22;57145,1232;.1.2.3.0;r_0_00001;-9,673618482959393
1653;l27;51500,66734720743;l22;57256,0704;.1.0;r_0_00001;-10,010367358045999
1654;l27;51296,4456124627;l22;57256,0704;.2.0;r_0_00001;-10,365570037778436
1655;l27;51943,74191589833;l22;57256,0704;.3.0;r_0_00001;-9,239728158858789
1656;l27;51940,41693950982;l22;57256,0704;.1.2;r_0_00001;-9,245511287303575
1657;l27;51869,98401998022;l22;57256,0704;.2.3;r_0_00001;-9,36801520095197
1658;l27;51337,222026228825;l22;57256,0704;.1.3;r_0_00001;-10,294647657955792
1659;l27;51641,08180646093;l22;57256,0704;.1.2.0;r_0_00001;-9,766144615239682
1660;l27;51783,03247235024;l22;57256,0704;.2.3.0;r_0_00001;-9,519249949612082
1661;l27;51745,69395670557;l22;57256,0704;.1.3.0;r_0_00001;-9,58419279632131
1662;l27;51654,64231416063;l22;57256,0704;.1.2.3.0;r_0_00001;-9,74255883638276
1663;l27;51569,143626156765;l22;57367,0176;.1.0;r_0_00001;-10,084236992866012
1664;l27;51367,08114421717;l22;57367,0176;.2.0;r_0_00001;-10,435684086134737
1665;l27;52016,39556620648;l22;57367,0176;.3.0;r_0_00001;-9,306332095428099
1666;l27;52013,68334900324;l22;57367,0176;.1.2;r_0_00001;-9,311049452372568
1667;l27;51941,35915251266;l22;57367,0176;.2.3;r_0_00001;-9,436842862339727
1668;l27;51404,73109051122;l22;57367,0176;.1.3;r_0_00001;-10,370199568376897
1669;l27;51713,15977454028;l22;57367,0176;.1.2.0;r_0_00001;-9,83374983539224
1670;l27;51854,258091621305;l22;57367,0176;.2.3.0;r_0_00001;-9,588337659281002
1671;l27;51814,56167716783;l22;57367,0176;.1.3.0;r_0_00001;-9,65738159726962
1672;l27;51725,88197703852;l22;57367,0176;.1.2.3.0;r_0_00001;-9,811622120018937
1673;l27;51637,30940183303;l22;57477,9648;.1.0;r_0_00001;-10,15864668574986
1674;l27;51437,69253475703;l22;57477,9648;.2.0;r_0_00001;-10,505840123283908
1675;l27;52088,70614119955;l22;57477,9648;.3.0;r_0_00001;-9,373532742584654
1676;l27;52086,90094254969;l22;57477,9648;.1.2;r_0_00001;-9,376672522974246
1677;l27;52012,68464367553;l22;57477,9648;.2.3;r_0_00001;-9,505756864916975
1678;l27;51472,14381783213;l22;57477,9648;.1.3;r_0_00001;-10,44591903758853
1679;l27;51785,20267638644;l22;57477,9648;.1.2.0;r_0_00001;-9,901416046212692
1680;l27;51925,67796971012;l22;57477,9648;.2.3.0;r_0_00001;-9,65708749476276
1681;l27;51883,39745928964;l22;57477,9648;.1.3.0;r_0_00001;-9,730625948544787
1682;l27;51797,07072367115;l22;57477,9648;.1.2.3.0;r_0_00001;-9,880773962234754
1683;l27;51715,42358477635;l23;57605,0664;.1.0;r_0_00001;-10,243850456217556
1684;l27;51518,50374861594;l23;57605,0664;.2.0;r_0_00001;-10,586352950303603
1685;l27;52171,49174592651;l23;57605,0664;.3.0;r_0_00001;-9,450611513341697
1686;l27;52170,638522662986;l23;57605,0664;.1.2;r_0_00001;-9,45209552379726
1687;l27;52094,35410591542;l23;57605,0664;.2.3;r_0_00001;-9,58477694129883
1688;l27;51549,3474043237;l23;57605,0664;.1.3;r_0_00001;-10,532706607646515
1689;l27;51867,671829370425;l23;57605,0664;.1.2.0;r_0_00001;-9,979045221201936
1690;l27;52007,14123253757;l23;57605,0664;.2.3.0;r_0_00001;-9,736466213597396
1691;l27;51962,14264102876;l23;57605,0664;.1.3.0;r_0_00001;-9,814732223373946
1692;l27;51878,5815656921;l23;57605,0664;.1.2.3.0;r_0_00001;-9,960069926620898
1693;l27;51725,35501077832;l23;57621,2208;.1.0;r_0_00001;-10,254674069300496
1694;l27;51528,78261756741;l23;57621,2208;.2.0;r_0_00001;-10,596572256176689
1695;l27;52182,032053200885;l23;57621,2208;.3.0;r_0_00001;-9,460376099774683
1696;l27;52181,23241252882;l23;57621,2208;.1.2;r_0_00001;-9,461766914077064
1697;l27;52104,75197505774;l23;57621,2208;.2.3;r_0_00001;-9,594789270246906
1698;l27;51559,16769287032;l23;57621,2208;.1.3;r_0_00001;-10,543723522005696
1699;l27;51878,14703850055;l23;57621,2208;.1.2.0;r_0_00001;-9,988923032778711
1700;l27;52017,483341020124;l23;57621,2208;.2.3.0;r_0_00001;-9,746575527010897
1701;l27;51972,14590992034;l23;57621,2208;.1.3.0;r_0_00001;-9,825430880183548
1702;l27;51888,933269327295;l23;57621,2208;.1.2.3.0;r_0_00001;-9,970162551194022
1703;l27;51735,28292443423;l23;57637,3752;.1.0;r_0_00001;-10,265503791403798
1704;l27;51539,0583379904;l23;57637,3752;.2.0;r_0_00001;-10,606797038282538
1705;l27;52192,56938096833;l23;57637,3752;.3.0;r_0_00001;-9,47014586846139
1706;l27;52191,823471247546;l23;57637,3752;.1.2;r_0_00001;-9,471443228568491
1707;l27;52115,14707470744;l23;57637,3752;.2.3;r_0_00001;-9,604806416171003
1708;l27;51568,98511938317;l23;57637,3752;.1.3;r_0_00001;-10,554745414297622
1709;l27;51888,61968773661;l23;57637,3752;.1.2.0;r_0_00001;-9,998805296776943
1710;l27;52027,822782898016;l23;57637,3752;.2.3.0;r_0_00001;-9,756689478447488
1711;l27;51982,14603125688;l23;57637,3752;.1.3.0;r_0_00001;-9,836135011532807
1712;l27;51899,28251374165;l23;57637,3752;.1.2.3.0;r_0_00001;-9,980259453087749
1713;l27;51745,20732761601;l23;57653,5296;.1.0;r_0_00001;-10,276339619271592
1714;l27;51549,33091132417;l23;57653,5296;.2.0;r_0_00001;-10,617027294117829
1715;l27;52203,10373050541;l23;57653,5296;.3.0;r_0_00001;-9,479920817181489
1716;l27;52202,41169988668;l23;57653,5296;.1.2;r_0_00001;-9,481124465414805
1717;l27;52125,53940604191;l23;57653,5296;.2.3;r_0_00001;-9,61482837702329
1718;l27;51578,7996852006;l23;57653,5296;.1.3;r_0_00001;-10,565772282194528
1719;l27;51899,089777998815;l23;57653,5296;.1.2.0;r_0_00001;-10,008692011596093
1720;l27;52038,16339639107;l23;57653,5296;.2.3.0;r_0_00001;-9,766801392094877
1721;l27;51992,14300653066;l23;57653,5296;.1.3.0;r_0_00001;-9,846844614826194
1722;l27;51909,62929979536;l23;57653,5296;.1.2.3.0;r_0_00001;-9,990360630805947
1723;l27;51755,12822218685;l23;57669,684;.1.0;r_0_00001;-10,28718154966323
1724;l27;51559,6003389976;l23;57669,684;.2.0;r_0_00001;-10,627263021197324
1725;l27;52213,63510308468;l23;57669,684;.3.0;r_0_00001;-9,489700943721644
1726;l27;52212,99709933679;l23;57669,684;.1.2;r_0_00001;-9,490810623067052
1727;l27;52135,92897021753;l23;57669,684;.2.3;r_0_00001;-9,624855150792486
1728;l27;51588,61474051822;l23;57669,684;.1.3;r_0_00001;-10,576798298704205
1729;l27;51909,55731019396;l23;57669,684;.1.2.0;r_0_00001;-10,018583175658987
1730;l27;52048,51251212901;l23;57669,684;.2.3.0;r_0_00001;-9,776898517795379
1731;l27;52002,13683724434;l23;57669,684;.1.3.0;r_0_00001;-9,857559687450147
1732;l27;51919,97362836169;l23;57669,684;.1.2.3.0;r_0_00001;-10,000466082829726
1733;l27;51765,04561000897;l23;57685,83839999999;.1.0;r_0_00001;-10,298029579339767
1734;l27;51569,866622441325;l23;57685,83839999999;.2.0;r_0_00001;-10,637504217032715
1735;l27;52224,16349997452;l23;57685,83839999999;.3.0;r_0_00001;-9,499486245875726
1736;l27;52223,57967079902;l23;57685,83839999999;.1.2;r_0_00001;-9,500501699436056
1737;l27;52146,31576841441;l23;57685,83839999999;.2.3;r_0_00001;-9,634886735426003
1738;l27;51598,43903937078;l23;57685,83839999999;.1.3;r_0_00001;-10,587808237941847
1739;l27;51920,02228523792;l23;57685,83839999999;.1.2.0;r_0_00001;-10,028478787372617
1740;l27;52058,85895781039;l23;57685,83839999999;.2.3.0;r_0_00001;-9,78700028752284
1741;l27;52012,12752489002;l23;57685,83839999999;.1.3.0;r_0_00001;-9,868280226809427
1742;l27;51930,32556677303;l23;57685,83839999999;.1.2.3.0;r_0_00001;-10,01055829905691
1743;l27;51774,95949294984;l23;57701,99279999999;.1.0;r_0_00001;-10,308883705053123
1744;l27;51580,12976308461;l23;57701,99279999999;.2.0;r_0_00001;-10,647750879138096
1745;l27;52234,68892244107;l23;57701,99279999999;.3.0;r_0_00001;-9,509276721441585
1746;l27;52234,15941513982;l23;57701,99279999999;.1.2;r_0_00001;-9,51019769301485
1747;l27;52156,71319597825;l23;57701,99279999999;.2.3;r_0_00001;-9,64489983241113
1748;l27;51608,26047404584;l23;57701,99279999999;.1.3;r_0_00001;-10,598823158840851
1749;l27;51930,49518626901;l23;57701,99279999999;.1.2.0;r_0_00001;-10,038360613423984
1750;l27;52069,20273446442;l23;57701,99279999999;.2.3.0;r_0_00001;-9,79710669948719
1751;l27;52022,11507096445;l23;57701,99279999999;.1.3.0;r_0_00001;-9,879006230300774
1752;l27;51940,679730998265;l23;57701,99279999999;.1.2.3.0;r_0_00001;-10,02064664392799
1753;l27;51784,869872865565;l23;57718,14719999999;.1.0;r_0_00001;-10,319743923574967
1754;l27;51590,39699373546;l23;57718,14719999999;.2.0;r_0_00001;-10,657990427496985
1755;l27;52245,21137176718;l23;57718,14719999999;.3.0;r_0_00001;-9,519072368187933
1756;l27;52244,73633346217;l23;57718,14719999999;.1.2;r_0_00001;-9,519898601884982
1757;l27;52167,110042717024;l23;57718,14719999999;.2.3;r_0_00001;-9,65491393962477
1758;l27;51618,07904578575;l23;57718,14719999999;.1.3;r_0_00001;-10,609843059240392
1759;l27;51940,97022183025;l23;57718,14719999999;.1.2.0;r_0_00001;-10,048238726888966
1760;l27;52079,54384312359;l23;57718,14719999999;.2.3.0;r_0_00001;-9,807217751892608
1761;l27;52032,09947696063;l23;57718,14719999999;.1.3.0;r_0_00001;-9,889737695327394
1762;l27;51951,03143452715;l23;57718,14719999999;.1.2.3.0;r_0_00001;-10,030739268686032
1763;l27;51794,77675161676;l23;57734,30159999999;.1.0;r_0_00001;-10,330610231669134
1764;l27;51600,67284816189;l23;57734,30159999999;.2.0;r_0_00001;-10,668214976530768
1765;l27;52255,73084921478;l23;57734,30159999999;.3.0;r_0_00001;-9,528873183919911
1766;l27;52255,31042676729;l23;57734,30159999999;.1.2;r_0_00001;-9,529604424305047
1767;l27;52177,504119943726;l23;57734,30159999999;.2.3;r_0_00001;-9,66493286384827
1768;l27;51627,89475586799;l23;57734,30159999999;.1.3;r_0_00001;-10,620867936918554
1769;l27;51951,44269674553;l23;57734,30159999999;.1.2.0;r_0_00001;-10,058121294083168
1770;l27;52089,88228481652;l23;57734,30159999999;.2.3.0;r_0_00001;-9,81733344295
1771;l27;52042,09254343463;l23;57734,30159999999;.1.3.0;r_0_00001;-9,900454097192737
1772;l27;51961,38067822572;l23;57734,30159999999;.1.2.3.0;r_0_00001;-10,040836171824713
1773;l27;50754,39710457596;l17;56044,18560000004;.1.0;r_0_00001;-9,200524376805793
1774;l27;50532,09145652048;l17;56044,18560000004;.2.0;r_0_00001;-9,58718039070982
1775;l27;51161,30936665159;l17;56044,18560000004;.3.0;r_0_00001;-8,492782245019882
1776;l27;51135,954927971055;l17;56044,18560000004;.1.2;r_0_00001;-8,536881197434008
1777;l27;51087,16301569043;l17;56044,18560000004;.2.3;r_0_00001;-8,621744926620385
1778;l27;50595,31488150873;l17;56044,18560000004;.1.3;r_0_00001;-9,477215944438905
1779;l27;50822,49533357069;l17;56044,18560000004;.1.2.0;r_0_00001;-9,082081188306805
1780;l27;51007,0164216505;l17;56044,18560000004;.2.3.0;r_0_00001;-8,7611438256161
1781;l27;50984,83051566315;l17;56044,18560000004;.1.3.0;r_0_00001;-8,799731751964146
1782;l27;50844,47212481822;l17;56044,18560000004;.1.2.3.0;r_0_00001;-9,04385697503783
1783;l27;50792,48058887666;l17;56105,75520000004;.1.0;r_0_00001;-9,2413737567375
1784;l27;50572,35617809408;l17;56105,75520000004;.2.0;r_0_00001;-9,624235946612778
1785;l27;51201,72374411444;l17;56105,75520000004;.3.0;r_0_00001;-8,529577504569147
1786;l27;51176,39635519408;l17;56105,75520000004;.1.2;r_0_00001;-8,573629409359699
1787;l27;51127,44115401829;l17;56105,75520000004;.2.3;r_0_00001;-8,658777146774707
1788;l27;50633,249439104926;l17;56105,75520000004;.1.3;r_0_00001;-9,51832435245393
1789;l27;50862,38567371725;l17;56105,75520000004;.1.2.0;r_0_00001;-9,119787905489405
1790;l27;51047,10287283025;l17;56105,75520000004;.2.3.0;r_0_00001;-8,798509447054894
1791;l27;51023,76781820869;l17;56105,75520000004;.1.3.0;r_0_00001;-8,839096086589814
1792;l27;50913,13937113158;l17;56105,75520000004;.1.2.3.0;r_0_00001;-9,031512045182783
1793;l27;50830,58434757561;l17;56167,32480000004;.1.0;r_0_00001;-9,28218787342652
1794;l27;50611,427261965895;l17;56167,32480000004;.2.0;r_0_00001;-9,66336759549786
1795;l27;51242,094555891446;l17;56167,32480000004;.3.0;r_0_00001;-8,566448537876635
1796;l27;51216,79425078399;l17;56167,32480000004;.1.2;r_0_00001;-8,610453335815746
1797;l27;51167,72090851628;l17;56167,32480000004;.2.3;r_0_00001;-8,695806555925763
1798;l27;50671,13857045536;l17;56167,32480000004;.1.3;r_0_00001;-9,559511770297373
1799;l27;50902,23386781049;l17;56167,32480000004;.1.2.0;r_0_00001;-9,157567927264644
1800;l27;51087,17348640289;l17;56167,32480000004;.2.3.0;r_0_00001;-8,83590261482948
1801;l27;51062,72348119703;l17;56167,32480000004;.1.3.0;r_0_00001;-8,878428486913814
1802;l27;50952,91579619463;l17;56167,32480000004;.1.2.3.0;r_0_00001;-9,069416894767754
1803;l27;50868,66091845371;l17;56228,89440000004;.1.0;r_0_00001;-9,323049277867943
1804;l27;50650,45963335496;l17;56228,89440000004;.2.0;r_0_00001;-9,70256657696941
1805;l27;51282,47975641497;l17;56228,89440000004;.3.0;r_0_00001;-8,603294544850247
1806;l27;51257,15826947986;l17;56228,89440000004;.1.2;r_0_00001;-8,647336184323159
1807;l27;51207,97206258053;l17;56228,89440000004;.2.3;r_0_00001;-8,73288570978555
1808;l27;50709,01458879897;l17;56228,89440000004;.1.3;r_0_00001;-9,600721995581816
1809;l27;50942,08195522649;l17;56228,89440000004;.1.2.0;r_0_00001;-9,195348134583545
1810;l27;51127,20203760461;l17;56228,89440000004;.2.3.0;r_0_00001;-8,873368941648026
1811;l27;51101,633067236064;l17;56228,89440000004;.1.3.0;r_0_00001;-8,91784102883434
1812;l27;50992,65124931548;l17;56228,89440000004;.1.2.3.0;r_0_00001;-9,107393006814995
1813;l27;50906,68716147991;l17;56290,46400000004;.1.0;r_0_00001;-9,363998217496944
1814;l27;50689,44824319273;l17;56290,46400000004;.2.0;r_0_00001;-9,74184167286781
1815;l27;51322,83487500451;l17;56290,46400000004;.3.0;r_0_00001;-8,640192873304606
1816;l27;51297,52953319127;l17;56290,46400000004;.1.2;r_0_00001;-8,684206431581561
1817;l27;51248,17972391873;l17;56290,46400000004;.2.3;r_0_00001;-8,770040510504664
1818;l27;50746,8723321318;l17;56290,46400000004;.1.3;r_0_00001;-9,641964006576083
1819;l27;50981,903368533465;l17;56290,46400000004;.1.2.0;r_0_00001;-9,233174736156291
1820;l27;51167,23158493384;l17;56290,46400000004;.2.3.0;r_0_00001;-8,910833535902896
1821;l27;51140,49954513747;l17;56290,46400000004;.1.3.0;r_0_00001;-8,95732854869991
1822;l27;51032,3559394734;l17;56290,46400000004;.1.2.3.0;r_0_00001;-9,145422624856018
1823;l27;50943,90060858335;l17;56352,03360000004;.1.0;r_0_00001;-9,406360852344022
1824;l27;50728,46105105789;l17;56352,03360000004;.2.0;r_0_00001;-9,7810746811589
1825;l27;51363,14857563871;l17;56352,03360000004;.3.0;r_0_00001;-8,677163239971458
1826;l27;51337,85493221855;l17;56352,03360000004;.1.2;r_0_00001;-8,721156451243846
1827;l27;51288,40168645206;l17;56352,03360000004;.2.3;r_0_00001;-8,807170437167924
1828;l27;50784,68476652428;l17;56352,03360000004;.1.3;r_0_00001;-9,68328482336958
1829;l27;51021,68272332232;l17;56352,03360000004;.1.2.0;r_0_00001;-9,271074490071797
1830;l27;51207,23392275594;l17;56352,03360000004;.2.3.0;r_0_00001;-8,948345455629049
1831;l27;51179,38151481902;l17;56352,03360000004;.1.3.0;r_0_00001;-8,996789123726192
1832;l27;51072,06590326391;l17;56352,03360000004;.1.2.3.0;r_0_00001;-9,183443070472592
1833;l27;50981,89987628967;l17;56413,603200000034;.1.0;r_0_00001;-9,447356710122639
1834;l27;50767,42821652158;l17;56413,603200000034;.2.0;r_0_00001;-9,820387075237866
1835;l27;51403,48806348207;l17;56413,603200000034;.3.0;r_0_00001;-8,71408875496859
1836;l27;51378,16065551027;l17;56413,603200000034;.1.2;r_0_00001;-8,758140692895305
1837;l27;51328,58247619242;l17;56413,603200000034;.2.3;r_0_00001;-8,844371975632995
1838;l27;50822,4861238323;l17;56413,603200000034;.1.3;r_0_00001;-9,724624906526127
1839;l27;51061,47235995347;l17;56413,603200000034;.1.2.0;r_0_00001;-9,308956360788248
1840;l27;51247,194282387405;l17;56413,603200000034;.2.3.0;r_0_00001;-8,985930387984459
1841;l27;51218,2149667738;l17;56413,603200000034;.1.3.0;r_0_00001;-9,036334085591042
1842;l27;51111,734979317705;l17;56413,603200000034;.1.2.3.0;r_0_00001;-9,221534632092895
1843;l27;51019,848559430095;l17;56475,17280000004;.1.0;r_0_00001;-9,488440549591283
1844;l27;50806,36025614438;l17;56475,17280000004;.2.0;r_0_00001;-9,859760563660332
1845;l27;51443,784046004665;l17;56475,17280000004;.3.0;r_0_00001;-8,751089938731054
1846;l27;51418,459512855086;l17;56475,17280000004;.1.2;r_0_00001;-8,795136876482058
1847;l27;51368,72996489474;l17;56475,17280000004;.2.3;r_0_00001;-8,881631434563637
1848;l27;50860,26731606884;l17;56475,17280000004;.1.3;r_0_00001;-9,766000062773381
1849;l27;51101,22503642796;l17;56475,17280000004;.1.2.0;r_0_00001;-9,346902516271973
1850;l27;51287,16683178027;l17;56475,17280000004;.2.3.0;r_0_00001;-9,02349411869883
1851;l27;51257,0130288787;l17;56475,17280000004;.1.3.0;r_0_00001;-9,075940600990002
1852;l27;51151,38298422424;l17;56475,17280000004;.1.2.3.0;r_0_00001;-9,259662842740708
1853;l27;51057,81977675269;l17;56536,74240000004;.1.0;r_0_00001;-9,529485195377125
1854;l27;50844,15668005379;l17;56536,74240000004;.2.0;r_0_00001;-9,901109227472649
1855;l27;51484,05397718906;l17;56536,74240000004;.3.0;r_0_00001;-8,788136433562633
1856;l27;51458,712591861135;l17;56536,74240000004;.1.2;r_0_00001;-8,832212682292296
1857;l27;51408,88396578669;l17;56536,74240000004;.2.3;r_0_00001;-8,918879566848688
1858;l27;50898,00331601131;l17;56536,74240000004;.1.3;r_0_00001;-9,807453821937118
1859;l27;51140,94119266733;l17;56536,74240000004;.1.2.0;r_0_00001;-9,384912191367832
1860;l27;51324,635821981086;l17;56536,74240000004;.2.3.0;r_0_00001;-9,065412287666284
1861;l27;51295,64142384339;l17;56536,74240000004;.1.3.0;r_0_00001;-9,115842218293459
1862;l27;51191,02667277312;l17;56536,74240000004;.1.2.3.0;r_0_00001;-9,297798560825514
1863;l27;51146,18362358615;l30;56679,99840000003;.1.0;r_0_00001;-9,62495906805482
1864;l27;50934,77478813805;l30;56679,99840000003;.2.0;r_0_00001;-9,992662265582458
1865;l27;51577,10336741832;l30;56679,99840000003;.3.0;r_0_00001;-8,87546074482234
1866;l27;51553,04625427823;l30;56679,99840000003;.1.2;r_0_00001;-8,91730326008971
1867;l27;51501,64963008827;l30;56679,99840000003;.2.3;r_0_00001;-9,006697362359455
1868;l27;50985,654104337824;l30;56679,99840000003;.1.3;r_0_00001;-9,904167916635204
1869;l27;51233,75884584768;l30;56679,99840000003;.1.2.0;r_0_00001;-9,472639562668462
1870;l27;51414,69009948335;l30;56679,99840000003;.2.3.0;r_0_00001;-9,157945995800715
1871;l27;51385,25853371161;l30;56679,99840000003;.1.3.0;r_0_00001;-9,209136291700954
1872;l27;51283,15669056807;l30;56679,99840000003;.1.2.3.0;r_0_00001;-9,386721935734094
1873;l27;51196,611379694936;l30;56761,68480000004;.1.0;r_0_00001;-9,679327199286499
1874;l27;50986,47601142367;l30;56761,68480000004;.2.0;r_0_00001;-10,04481545649778
1875;l27;51629,86965452551;l30;56761,68480000004;.3.0;r_0_00001;-8,925761471189853
1876;l27;51607,08380119133;l30;56761,68480000004;.1.2;r_0_00001;-8,965392885419133
1877;l27;51554,26311079857;l30;56761,68480000004;.2.3;r_0_00001;-9,057263864755766
1878;l27;51035,51160556586;l30;56761,68480000004;.1.3;r_0_00001;-9,959527891668559
1879;l27;51286,82766581441;l30;56761,68480000004;.1.2.0;r_0_00001;-9,52241409390523
1880;l27;51467,16412021388;l30;56761,68480000004;.2.3.0;r_0_00001;-9,208755060814527
1881;l27;51436,03740167108;l30;56761,68480000004;.1.3.0;r_0_00001;-9,262893734406248
1882;l27;51335,639273696;l30;56761,68480000004;.1.2.3.0;r_0_00001;-9,4375161081778
1883;l27;51246,94523862137;l30;56843,37120000004;.1.0;r_0_00001;-9,733858645803064
1884;l27;51038,11911969972;l30;56843,37120000004;.2.0;r_0_00001;-10,097069726797022
1885;l27;51682,57301689508;l30;56843,37120000004;.3.0;r_0_00001;-8,976171642496942
1886;l27;51661,09333515483;l30;56843,37120000004;.1.2;r_0_00001;-9,013531233646603
1887;l27;51606,82785207839;l30;56843,37120000004;.2.3;r_0_00001;-9,107915139599704
1888;l27;51085,34837931115;l30;56843,37120000004;.1.3;r_0_00001;-10,014923917994007
1889;l27;51339,844732596;l30;56843,37120000004;.1.2.0;r_0_00001;-9,572278639410385
1890;l27;51519,69640449873;l30;56843,37120000004;.2.3.0;r_0_00001;-9,259462788080643
1891;l27;51486,7483510697;l30;56843,37120000004;.1.3.0;r_0_00001;-9,31676930780338
1892;l27;51388,087404151054;l30;56843,37120000004;.1.2.3.0;r_0_00001;-9,488370204124463
1893;l27;51297,29592856212;l30;56925,05760000004;.1.0;r_0_00001;-9,788360818151547
1894;l27;51089,75172371831;l30;56925,05760000004;.2.0;r_0_00001;-10,149342267141808
1895;l27;51735,26168718829;l30;56925,05760000004;.3.0;r_0_00001;-9,026607367719249
1896;l27;51715,047248736;l30;56925,05760000004;.1.2;r_0_00001;-9,061766322355078
1897;l27;51659,3616838157;l30;56925,05760000004;.2.3;r_0_00001;-9,158620175383154
1898;l27;51135,1024812398;l30;56925,05760000004;.1.3;r_0_00001;-10,070463735335855
1899;l27;51392,83169043657;l30;56925,05760000004;.1.2.0;r_0_00001;-9,622195553369602
1900;l27;51572,1622662171;l30;56925,05760000004;.2.3.0;r_0_00001;-9,310286044056964
1901;l27;51537,43737900879;l30;56925,05760000004;.1.3.0;r_0_00001;-9,370683009175368
1902;l27;51440,501430779375;l30;56925,05760000004;.1.2.3.0;r_0_00001;-9,539283616826323
1903;l27;51347,56252633412;l30;57006,74400000004;.1.0;r_0_00001;-9,843009251933584
1904;l27;51141,30962109678;l30;57006,74400000004;.2.0;r_0_00001;-10,20174474467866
1905;l27;51787,89960245775;l30;57006,74400000004;.3.0;r_0_00001;-9,077131371108777
1906;l27;51768,98012934033;l30;57006,74400000004;.1.2;r_0_00001;-9,110037993701292
1907;l27;51711,83610308895;l30;57006,74400000004;.2.3;r_0_00001;-9,209428547211976
1908;l27;51184,8484508366;l30;57006,74400000004;.1.3;r_0_00001;-10,126017697235199
1909;l27;51445,775962200816;l30;57006,74400000004;.1.2.0;r_0_00001;-9,67218671118303
1910;l27;51624,60677286676;l30;57006,74400000004;.2.3.0;r_0_00001;-9,361146442885108
1911;l27;51588,0391524935;l30;57006,74400000004;.1.3.0;r_0_00001;-9,424748472141484
1912;l27;51492,870523848345;l30;57006,74400000004;.1.2.3.0;r_0_00001;-9,5902751824276
1913;l27;51397,81977310976;l30;57088,430400000034;.1.0;r_0_00001;-9,897673949895164
1914;l27;51192,87377266516;l30;57088,430400000034;.2.0;r_0_00001;-10,25413634430858
1915;l27;51839,66215169745;l30;57088,430400000034;.3.0;r_0_00001;-9,129177897847253
1916;l27;51822,85032153359;l30;57088,430400000034;.1.2;r_0_00001;-9,158418698944521
1917;l27;51764,29051770636;l30;57088,430400000034;.2.3;r_0_00001;-9,260271713120694
1918;l27;51234,51563335496;l30;57088,430400000034;.1.3;r_0_00001;-10,181708693429252
1919;l27;51498,68102065109;l30;57088,430400000034;.1.2.0;r_0_00001;-9,722246072678182
1920;l27;51676,99551319948;l30;57088,430400000034;.2.3.0;r_0_00001;-9,412103836018176
1921;l27;51638,63872775965;l30;57088,430400000034;.1.3.0;r_0_00001;-9,478817758467123
1922;l27;51545,21618240171;l30;57088,430400000034;.1.2.3.0;r_0_00001;-9,641307507660787
1923;l27;51448,019360343;l30;57170,11680000004;.1.0;r_0_00001;-9,952438935047056
1924;l27;51244,35621404143;l30;57170,11680000004;.2.0;r_0_00001;-10,306670062402246
1925;l27;51892,593983271225;l30;57170,11680000004;.3.0;r_0_00001;-9,179190692872783
1926;l27;51876,7067304618;l30;57170,11680000004;.1.2;r_0_00001;-9,20682337740828
1927;l27;51816,67457939014;l30;57170,11680000004;.2.3;r_0_00001;-9,311237243823674
1928;l27;51284,15459152088;l30;57170,11680000004;.1.3;r_0_00001;-10,237448780214171
1929;l27;51551,55269494673;l30;57170,11680000004;.1.2.0;r_0_00001;-9,772363499203522
1930;l27;51729,35218414608;l30;57170,11680000004;.2.3.0;r_0_00001;-9,463117007405723
1931;l27;51689,148358815095;l30;57170,11680000004;.1.3.0;r_0_00001;-9,533043484677654
1932;l27;51597,50620257608;l30;57170,11680000004;.1.2.3.0;r_0_00001;-9,692436604676589
1933;l27;51498,18298890142;l30;57251,80320000004;.1.0;r_0_00001;-10,007266463089744
